crop,N,temperature,humidity,rainfall,Area(hectares),yield(t/ha)
linseed,24.0,17.30287885,15.15405941,75.57790384,4382.840644784852,0.34810330806644074
linseed,47.0,17.18248372,16.42891834,72.85017344,2701.2940227905574,0.39201158050276047
linseed,32.0,20.45078582,15.40312102,92.68373702,812.624559541553,0.45411711041223324
linseed,20.0,18.17234999,14.70085967,90.7760707,3899.1567912201444,0.4068576621565738
linseed,43.0,19.46233971,15.22538951,74.58565097,2955.3130232360463,0.47337091588531255
linseed,42.0,18.17912258,18.90426935,81.84997529,2958.9469767531564,0.441925313107777
linseed,34.0,17.927806,15.85622899,74.63872762,2169.014439434745,0.46221902863294234
linseed,54.0,18.81198127,15.21618225,77.54294240000002,2787.3679060844365,0.5268292901795061
linseed,39.0,17.88776475,15.40589717,68.54932919,1114.319116344458,0.4678735638446045
linseed,28.0,20.56601874,14.25803981,83.75937135,3459.0801062646015,0.4260657194945593
linseed,28.0,18.72963144,19.18197264,71.58010169,800.0692294061694,0.35610650337197514
linseed,59.0,18.57665902,19.22008229,72.94940441,3419.123068175168,0.5317567982792811
linseed,42.0,17.22385224,15.82069268,76.57580954,3895.913690499416,0.4984812997816462
linseed,22.0,17.16606398,14.42457525,72.32667516,2389.8747102579528,0.4282530509243302
linseed,57.0,17.34150229,18.75626255,67.9545435,2539.3214642281973,0.4552271679702843
linseed,26.0,17.08498521,16.14565756,71.31007253,1748.857091688313,0.43860385056646284
linseed,22.0,17.16606398,14.42457525,72.32667516,4377.834334902351,0.43528945058992163
linseed,25.0,20.09340593,15.11279612,85.74904898,3432.4978982381813,0.47956059286562774
linseed,33.0,19.46210401,18.72831993,68.81405149,1975.9542132013798,0.412122523745058
linseed,32.0,20.62767492,14.44008871,92.06630306,1199.2295449320204,0.43690024775177677
linseed,49.0,18.65580107,16.17772668,81.70769297,1378.3183688083654,0.5062336809304743
linseed,31.0,20.8248451,17.85057083,79.20509212,2355.6891444402,0.4452090887756858
linseed,24.0,18.19903647,17.41333199,80.6405403,4270.273601257351,0.37937824979561335
linseed,57.0,19.1034283,17.26184541,75.49101167,3436.585383043672,0.5152814799512471
linseed,47.0,17.18248372,16.42891834,72.85017344,1360.9749927165992,0.4870706726974301
linseed,22.0,17.16606398,14.42457525,72.32667516,3938.2445336755923,0.4101190276853394
linseed,49.0,18.31561493,15.36143547,81.78710463,2012.8020920387244,0.48440043963454654
linseed,39.0,19.96837462,15.57324389,69.15759062,3906.8887310100745,0.4499500696100124
linseed,32.0,19.69141713,19.44225438,91.76071648,1466.798391924524,0.4939181795957436
linseed,28.0,20.56601874,14.25803981,83.75937135,2974.6424477452706,0.4037910093497316
linseed,52.0,17.25769499,18.74943955,94.00287214,4206.681952325128,0.4551319601184522
linseed,42.0,18.17912258,18.90426935,81.84997529,1531.5760365911765,0.45929386569195046
linseed,31.0,20.8248451,17.85057083,79.20509212,3271.7063623434196,0.4743360213259593
linseed,31.0,20.88818675,14.32313811,90.46228334,4449.250479828575,0.39025592003494586
linseed,39.0,17.88776475,15.40589717,68.54932919,1102.393148972014,0.40321730417713575
linseed,51.0,18.88852533,14.99451145,80.11133840000002,853.6091628026976,0.4046835055833528
linseed,49.0,19.71098332,17.63879418,85.57925437,3196.7807697792646,0.4836130639279884
linseed,58.0,20.99373558,19.33470387,93.55280105,1858.9437909961216,0.4632698371876423
linseed,59.0,17.3348681,18.74926979,82.61734721,784.9779094663645,0.4791064573457716
linseed,37.0,19.95264829,14.82633099,88.6810311,2401.2224715344164,0.4786684920581848
linseed,25.0,17.48042641,15.7559405,66.96980581,3515.082718575823,0.3943840194767138
linseed,57.0,18.49311205,14.72115044,91.94595352,1640.4896016607552,0.5049613608008142
linseed,57.0,18.72649425,17.58406365,81.20176515,1840.1875100205389,0.485041096579901
linseed,36.0,18.38120357,16.63805158,70.52056697,3882.7976025878884,0.469666976334012
linseed,32.0,20.62767492,14.44008871,92.06630306,2580.287649045952,0.46187441976600424
linseed,52.0,17.25769499,18.74943955,94.00287214,3870.9278752258883,0.45113515230647094
linseed,57.0,17.17012591,17.30457712,72.78624223,2285.557968574838,0.4821327524352365
linseed,30.0,20.71424384,15.27824066,76.77888672,4311.900646240414,0.4771987885666503
linseed,59.0,19.03025305,18.66725565,94.70992037,3103.178358870947,0.51897687326025
linseed,54.0,17.141861399999996,17.0662427,83.74606679,963.5954612769976,0.42776684335169085
linseed,31.0,17.57212145,14.99927489,89.31050665,4040.3719529072027,0.45273641438409606
linseed,48.0,17.43732714,14.33847406,73.0926704,2457.060763323191,0.4284965417379457
linseed,20.0,18.17234999,14.70085967,90.7760707,1066.55587189162,0.4530909700128586
linseed,44.0,20.18649426,19.63719995,78.26039559,1110.7605353656827,0.5109399432151925
linseed,58.0,20.6543203,16.60820843,74.6631118,3250.135740439487,0.5193653254235125
linseed,59.0,20.36720401,16.89574311,82.2545577,689.4900269179591,0.5153197561249241
linseed,36.0,18.2872007,16.67921616,74.87445574,1646.3750596552532,0.4378251474356287
linseed,46.0,18.2356751,19.68538502,83.74879344,1059.1503618794723,0.49401552879319705
linseed,54.0,18.81198127,15.21618225,77.54294240000002,2264.309718469137,0.47570915901950717
linseed,59.0,18.57665902,19.22008229,72.94940441,2157.415087977445,0.5103704352306002
linseed,32.0,20.45078582,15.40312102,92.68373702,2587.505738755424,0.4753810430061488
linseed,22.0,18.86805647,15.65809214,88.51048983,1618.545316410121,0.3960503956529448
linseed,52.0,17.25769499,18.74943955,94.00287214,628.1743575127088,0.45402888671858194
linseed,22.0,17.84851658,19.09172907,76.32470713,2957.544426140743,0.37116585031825644
linseed,31.0,17.57212145,14.99927489,89.31050665,1994.8720115294054,0.39354134343494757
linseed,57.0,17.09104223,18.25142068,87.27444866,3105.339994960186,0.4168579794394682
linseed,58.0,19.81344531,14.69765308,78.96514709,934.6678832170738,0.5337222154662685
linseed,32.0,20.45078582,15.40312102,92.68373702,555.1094211762013,0.5086913032068436
linseed,20.0,18.54988627,16.02542689,76.32565249,1493.176991541171,0.45526724737592933
linseed,52.0,17.48504075,16.96070581,86.05078037,2326.1892919762086,0.41651766452952466
linseed,42.0,18.99424448,15.9362937,78.69707199,2076.287896673869,0.48946666775792197
linseed,31.0,17.57212145,14.99927489,89.31050665,3741.2102210938656,0.47911428260005456
millet,22.0,24.30935081,56.32938343,58.99536268,1308.4572006258663,1.0716571590824875
millet,16.0,18.33124824,38.40975482,139.64833169999997,3526.5977096664615,0.975752793609615
millet,17.0,28.50677929,45.20094476,66.1761456,4463.239062204489,0.9633915299374692
millet,24.0,19.63736208,32.31528909,176.4134092,4214.104700229316,1.102830711994565
millet,36.0,34.53823889,39.04468913,168.5948318,2516.877422151075,1.1177091434721254
millet,10.0,30.99256944,43.02151392,58.27600682,2627.295423111737,0.9075707313344171
millet,4.0,25.97948991,64.95585424,72.19245835,1758.3262761433703,0.8968115812719575
millet,8.0,29.50523036,35.72032498,187.8961851,3595.757754550625,0.9815078201893138
millet,16.0,19.54314136,47.19188279,192.4372194,3559.0267517305942,1.2116613512507217
millet,27.0,28.00937423,52.60950014,36.01203025,3877.089430329778,1.139104069597516
millet,27.0,27.33534897,43.35795962,142.33036769999995,4082.0183087875375,1.1151318394192065
millet,36.0,33.64769646,48.41490082,100.4673278,2237.396992901183,1.1730494722238023
millet,39.0,29.34317422,60.50320928,34.03335472,3567.5022724287905,1.1628536370509293
millet,34.0,33.4126864,35.42910045,139.6702541,3725.5949151835143,1.1144185572148666
millet,11.0,28.70012137,44.359648,44.11622138,1733.8384899910006,1.0146682932230047
millet,32.0,26.45707778,56.40226277,64.16167699,4216.9689760246,1.1202155778017273
millet,33.0,24.86803974,48.27531965,63.9187654,877.3660105586218,1.0883808168280578
millet,33.0,35.45790488,68.75810535,108.6333046,4477.076716653131,1.2323154115804562
millet,25.0,27.65472156,58.59986279,36.94255012,3580.3628726354777,1.0421117904948616
millet,32.0,28.63618921,61.39451307,68.54877876,873.083621297309,1.058323810213729
millet,4.0,29.33743412,49.00323081,42.44054315,3124.9185924200024,0.9770625699040588
millet,4.0,29.33743412,49.00323081,42.44054315,636.7176437130406,0.9633021635302161
millet,7.0,22.47253208,62.56532471,96.74706956,3580.7477977767317,0.8631321913505221
millet,22.0,25.42517036,53.22082660000001,46.19374559,3696.891686636221,1.1653129760351324
millet,24.0,19.14729038,45.3733757,132.7748215,2909.6410123657906,1.043420392973955
millet,20.0,29.93964907,54.61813464,45.43669946,3927.441567666282,0.9436999797569594
millet,2.0,25.87682261,45.96341933,38.53254678,891.5331208594388,1.0366142903049713
millet,3.0,25.74679443,40.7192594,100.7791633,1603.6953681632529,1.000567367210725
millet,27.0,23.45379018,46.48714759,150.87122019999995,2156.710086370682,0.9866768901741205
millet,0.0,28.17489437,43.6672299,45.78172762,669.8318113123931,1.058750537267372
millet,35.0,30.88883074,52.62696801,55.51932414,2292.8643502846644,1.1751388019247027
millet,7.0,25.50634557,44.8302551,74.32635105,1560.8538244502638,0.9767628777780032
millet,23.0,24.17093241,58.25204566,59.18953429,2070.940048407012,1.211662529320236
millet,6.0,26.01630259,49.94704718,160.33374469999995,2200.4105279692258,0.9831687063625751
millet,3.0,36.51268371,57.92887167,122.6539694,4017.6469339507403,0.8634793081181981
millet,31.0,30.30260453,47.18283631,68.04039813,1581.3638821105562,1.0402801496661727
millet,32.0,28.63618921,61.39451307,68.54877876,4074.972514865088,1.1699079546088094
millet,28.0,24.7741949,50.54621094,114.2821387,2203.8838592513966,1.1482343591056223
millet,19.0,23.6734328,47.2879691,141.12507219999995,1811.230882775944,1.0507428994565085
millet,9.0,28.88302142,50.12323801,179.2155874,2510.048197340584,0.9944908947554898
millet,21.0,27.10508014,63.56791363,62.20279647,2170.9731454513585,1.0702848583855509
millet,26.0,31.33170829,57.97429171,161.7820226,1529.4892522205844,1.0524417673801072
millet,40.0,30.38257873,40.5926071,47.95406479,2510.7172991842676,1.028414919170539
millet,20.0,34.87248659,38.83786012,148.25027859999997,1107.206932315325,0.8657906464421311
millet,16.0,33.80020039,40.03262418,176.6165894,1907.7197720918643,1.0873611263537628
millet,24.0,19.14729038,45.3733757,132.7748215,2763.1608774963624,0.8325047210145916
millet,3.0,36.51268371,57.92887167,122.6539694,2153.632977559434,0.8796449781732082
millet,27.0,27.33534897,43.35795962,142.33036769999995,3795.649444203186,1.0529673181176191
millet,4.0,31.01274943,62.40392519,63.77192383,1526.887046140665,1.0286011260116021
millet,38.0,33.18184225,38.23184742,198.8298806,4379.086315324041,1.280960132836886
millet,16.0,18.33124824,38.40975482,139.64833169999997,3638.8880834054053,1.0483727415475625
millet,34.0,23.50222822,51.29019509,192.3023991,4370.372103989888,1.2870796109885667
millet,1.0,28.43430726,52.10010827,147.0414824,3852.5462193212165,0.9401484734260811
millet,30.0,24.83206631,44.17085032,52.0810886,1068.4157034065706,1.1842266516886475
millet,36.0,33.64769646,48.41490082,100.4673278,2605.840362540055,1.0486698012115112
millet,26.0,36.97794384,37.73992903,161.48129630000005,1179.9140847831427,1.0652461759866507
millet,36.0,35.95176642,36.52780776,136.0456753,3772.9094105090294,0.9726457680186134
millet,40.0,31.80130272,45.03186173,147.03614419999997,2836.6485967331837,1.1624577439746797
millet,20.0,36.04353699,43.61444121,159.8938645,1553.797257427623,1.0372758496604872
millet,38.0,28.23416057,49.4421345,186.5008581,4218.3958880286855,1.3765997118914888
millet,33.0,24.86803974,48.27531965,63.9187654,960.7442132570427,1.3109155720961316
millet,13.0,30.55992394,35.29006485,178.8998611,2755.449613885256,1.0064494041757714
millet,38.0,25.74095321,45.38497051,67.43488235,3384.162218666902,1.0379459090821956
millet,14.0,30.53684308,59.96664731,33.48919022,735.3941493297272,0.9156598407303369
millet,38.0,28.23416057,49.4421345,186.5008581,2891.4241328248145,1.3766420845515699
millet,16.0,31.24021696,56.67369054,122.0146733,3763.6048618523764,1.0399634958337265
millet,27.0,28.00937423,52.60950014,36.01203025,770.1092576722135,1.1004159543496193
millet,40.0,27.32198928,34.13737127,96.51524028,2548.9718844265085,1.0685097691194456
millet,13.0,30.5753044,34.75591197,177.5764304,1534.2287125949601,1.129107538538231
millet,29.0,30.04132304,63.56222995,31.83192392,3151.6978061476834,0.9820659053812957
millet,8.0,31.21629982,46.01868196,53.1205277,974.7094683153796,1.0413625746845416
millet,11.0,26.34043268,55.59160391,35.1051197,4248.205722682027,1.2294107809823085
millet,20.0,19.24462755,50.54495302,180.6465282,4078.9143268589273,1.1590477707334308
millet,11.0,29.37735586,44.82294584,172.40168,1243.8976795028366,1.0783930608597503
millet,25.0,27.65472156,58.59986279,36.94255012,1793.0635374604185,1.0385733311705097
millet,36.0,28.66024187,59.3189118,36.92629678,2850.5398986121722,0.9765123355469825
millet,26.0,25.95058595,40.58227261,109.1821183,3372.2493465370017,1.0403288677032914
millet,28.0,24.7741949,50.54621094,114.2821387,2270.624060641033,1.0093573530044382
millet,7.0,31.2123945,40.92604945,53.78769958,1125.1652878439004,0.8374816131755627
millet,19.0,26.80474415,48.23991436,43.87801983,916.6059752114863,1.1925801515646461
millet,24.0,19.63736208,32.31528909,176.4134092,4499.061347657375,1.1536577860595558
millet,9.0,30.11812084,34.13307843,157.0858232,2321.408485773949,0.9978996032255156
millet,9.0,30.39321309,60.16299493,35.37493212,3990.1269965939928,0.9423376027377296
millet,6.0,26.01630259,49.94704718,160.33374469999995,2429.504018516458,0.9573712221636665
millet,40.0,31.02215872,45.89239456,53.56783314,4189.430554184013,1.2328754087336826
millet,6.0,26.88630675,41.69617915,94.46748008,851.0375310862024,0.9661780117383237
millet,34.0,23.50222822,51.29019509,192.3023991,956.0767653382038,1.3857242908679073
millet,4.0,31.01274943,62.40392519,63.77192383,4218.528750896898,0.9165467704909593
millet,14.0,27.33580911,55.27755933,73.44775287,4289.97218017914,0.987963758103602
millet,20.0,19.24462755,50.54495302,180.6465282,1758.8697898614535,0.9992978063993818
millet,25.0,25.5042419,61.66852372,65.07981523,1920.6595479754874,0.9154676495383359
millet,15.0,29.97604322,57.03184356,44.86052932,2309.800939339032,0.9844810813656693
millet,17.0,30.06142622,45.90067655,41.0550915,2164.6467202691633,1.0213795075999013
millet,27.0,31.70447482,56.85420099,44.94317432,1260.1808638383868,0.9511701566156319
millet,11.0,26.85911286,41.81420849,44.13827124,4093.501535757498,0.9964773906347617
millet,28.0,25.16125354,55.25435777,40.89732789,1513.230402822575,1.110842542544432
millet,34.0,33.4126864,35.42910045,139.6702541,3321.089637910606,0.8941612514707405
millet,24.0,19.14729038,45.3733757,132.7748215,768.6227109398915,0.9743740746040294
millet,40.0,29.37687468,57.69622912,38.34303462,655.0053261137178,1.1982784937714928
millet,30.0,30.33276599,42.35249879,149.299952,3114.9218903076826,1.1258601473873624
mothbeans,37.0,25.79490531,93.84150618,152.42387119999995,2821.753188811379,0.5429590551664365
mothbeans,7.0,10.16431299,91.22320999,106.362551,2006.9411128341867,0.3452230912623914
mothbeans,39.0,34.89814946,63.59948557,64.72797143,3807.049439579788,0.3706101051752124
mothbeans,12.0,19.86173586,86.19740917,111.0217929,1054.3222057698513,0.36286566795056163
mothbeans,4.0,27.58258929,48.56916221,95.8445641,2213.5705833658626,0.3284498632258445
mothbeans,5.0,25.66901098,92.04670813,112.5424199,3259.047393776348,0.3866076770735959
mothbeans,4.0,27.60887393,86.13316408,43.80041104,3972.945761131599,0.37781907724692104
mothbeans,23.0,29.25649321,81.97952224,42.02483277,1978.2864254270307,0.40778803839269084
mothbeans,8.0,27.02766138,83.17093908,70.95666003,2770.982396375011,0.4552494975418519
mothbeans,34.0,23.50222822,51.29019509,192.3023991,776.559780029046,0.5550676771545358
mothbeans,7.0,28.2753171,82.76020821,56.04995423,1181.2763524473157,0.41004712788354075
mothbeans,93.0,25.86632408,84.42379269,114.5357503,776.5526498644579,0.5561803811169228
mothbeans,0.0,21.22503442,90.09877774,113.9760462,3411.5235679940874,0.33995255552952897
mothbeans,33.0,23.19305333,62.74710773,49.55213308,1652.2398748885628,0.45472027047973257
mothbeans,16.0,19.54314136,47.19188279,192.4372194,3394.981160767351,0.4764787992657991
mothbeans,34.0,23.48546973,93.71043692,191.7760562,765.5931161730982,0.4514942171315058
mothbeans,40.0,28.66086349,86.12194568,50.01534317,3950.1912016333017,0.4596872090457187
mothbeans,98.0,20.26707606,81.63895217,270.4417274,3842.1207924443665,0.9879399920228675
mothbeans,26.0,19.72620525,89.64934166,108.22872759999998,855.7149722011306,0.4201277944055766
mothbeans,14.0,20.95628486,63.68128841,52.39881209,595.0260258287461,0.37639230588795997
mothbeans,30.0,21.37784654,92.72043743,106.1417017,725.1552519279647,0.42325980655315143
mothbeans,78.0,26.54348085,84.67353597,183.6222657,3914.5206925869356,0.6182293355887485
mothbeans,11.0,12.14190714,83.56812483,69.63122027,1438.813956207583,0.3597090704206695
mothbeans,0.0,24.35193812,90.88612388,105.529185,2693.0932714327546,0.3919525222695916
mothbeans,22.0,32.44577836,83.88504863,68.73932528,2204.976812720227,0.4444213679509799
mothbeans,13.0,23.85340379,90.10522549,103.923226,3682.1021049144083,0.39577145079328924
mothbeans,97.0,26.35927159,84.04403589,271.35861370000003,2455.5932058826825,0.9668076673528028
mothbeans,18.0,25.87990287,67.55109024,47.89645224,2502.643362645079,0.4323448333982618
mothbeans,23.0,28.77653519,86.69133979,56.12443206,4456.367757999609,0.44579561349217534
mothbeans,90.0,26.91643698,73.48655995,171.4716375,1100.5182269970283,0.5939678083098524
mothbeans,75.0,23.44676801,84.79352417,283.9338466,3822.8157549837256,1.0175819984405852
mothbeans,88.0,25.08239719,65.92195844,62.49190812,706.9989824155391,0.6352741358538967
mothbeans,110.0,27.02415146,91.66737633,21.26034986,2410.595078291883,0.7068168539944835
mothbeans,100.0,25.56703012,75.94067692,102.7867717,4045.3392957320943,0.7062308052873032
mothbeans,0.0,23.20242586,91.19442671,109.0946323,3160.8558624164853,0.3471059566088775
mothbeans,5.0,27.9348279,66.45457122,145.3728801,3240.858477464532,0.3838035499927716
mothbeans,89.0,24.69368934,85.56967628,48.99390828,1553.2691290259422,0.5920410506144757
mothbeans,36.0,25.71269843,64.1123333,50.17067771,2174.299165445817,0.45817327254751744
mothbeans,31.0,28.31886863,60.19461399,45.36521251,1966.324253996202,0.4224156485914706
mothbeans,1.0,27.52135365,60.53657684,48.06491307,2585.772840631977,0.32989548060914614
mothbeans,95.0,19.84939404,61.24500053,100.7689246,2348.9117205746725,0.5972814191776177
mothbeans,76.0,20.41683147,62.55424820000001,65.27798457,1807.5934075079574,0.5161305879700274
mothbeans,112.0,29.244063800000006,77.32017166,90.66727868,1721.9224494846803,0.6423485100840668
mothbeans,26.0,30.91471455,49.92963856,90.14047759,1503.4115666204884,0.39804300349822086
mothbeans,67.0,26.73072391,81.78596776,280.4044392,1960.1889875390336,0.8313555497999466
mothbeans,89.0,25.52468965,72.24850829,151.8869972,1099.7659117362427,0.6024996473372703
mothbeans,44.0,39.23342464,91.25589286,64.4478499,3988.4172080142953,0.4258247448530678
mothbeans,97.0,26.35927159,84.04403589,271.35861370000003,2908.4775673337094,1.049926443687668
mothbeans,84.0,23.32293161,53.00366334,168.26442869999997,1035.145702375422,0.6924205300572062
mothbeans,43.0,19.40751744,18.98030507,80.25064637,3275.4373368360057,0.47713980044045495
mothbeans,32.0,31.99928579,54.1077461,71.6266696,3890.665871991893,0.4514006319134809
mothbeans,115.0,24.22984659,67.37768353,122.4073418,1450.1426882090354,0.5983294127985213
mothbeans,14.0,27.33580911,55.27755933,73.44775287,1102.4023773490558,0.3644766697737575
mothbeans,10.0,29.01256899,94.01014388,150.05003119999995,534.4690285350082,0.44279622442163297
mothbeans,116.0,24.71252544,77.7293114,85.24963302,689.0013554259405,0.6089327345862762
mothbeans,33.0,23.89736406,66.32102048,40.74536757,3549.0053932140463,0.416256093440449
mothbeans,6.0,34.93174223,30.40046769,159.2649827,4448.745328166775,0.3593602089692849
mothbeans,7.0,19.6365349,19.68751084,96.65888933,679.5212899051064,0.3790615814168058
mothbeans,6.0,28.6362812,84.61431076,48.48319335,3492.2838363195706,0.35655932210791036
mothbeans,109.0,27.66752761,79.68542782,108.66464,787.4486633638403,0.6210068614946515
mothbeans,107.0,29.42017919,83.96754496,117.229079,2868.531299614667,0.6866159594016925
mothbeans,103.0,24.06731461,81.64075303,51.75212401,3524.3011297129515,0.5849865433057094
mothbeans,85.0,26.31355498,82.36698992,265.5355937,1936.8175890709506,0.8306295554465981
mothbeans,15.0,22.52709326,92.54780429,115.3830068,543.7388844426549,0.4393143569889269
mothbeans,89.0,26.44414097,53.83876189,175.3723314,2880.7574085017036,0.6523257053266523
mothbeans,94.0,20.27774362,82.89408619,241.9741949,4464.978512560111,0.8258170285123744
mothbeans,40.0,35.32876402,91.06138506,163.9069365,1530.469691353983,0.38017354851083596
mothbeans,63.0,19.28889933,65.47050802,71.3195307,1257.9651087488633,0.48325520376086806
mothbeans,33.0,33.34214482,82.51034633,70.68098614,995.7035710140599,0.4283841386975651
mothbeans,136.0,22.74446976,80.41198458,90.07326633,2721.0224796002244,0.7689422956266896
mothbeans,99.0,21.7238313,80.2389895,277.9626192,2885.7803974410936,0.9429683579942858
mothbeans,56.0,17.57445618,16.71826572,77.81891424,3669.0833486816096,0.4853303372532567
mothbeans,63.0,18.25405352,55.28220433,63.72358154,3512.2930944820387,0.5361827347177912
mothbeans,2.0,29.73770045,47.54885174,90.09586854,4070.1659791803486,0.30096096998600147
mothbeans,131.0,23.65724079,84.47601498,88.54479121,3723.0907933692056,0.7504636925943581
mothbeans,93.0,21.53346343,82.14004101,295.9248796,1489.0683323177777,0.9664854684075083
mothbeans,24.0,28.95451232,89.07866095,57.65901369,2723.509619503044,0.4382895517739791
mothbeans,42.0,18.17912258,18.90426935,81.84997529,1689.64783637432,0.46794661956925815
mothbeans,91.0,24.48556447,83.20630007,192.2316221,1819.1415182060098,0.7550010523850026
mothbeans,13.0,30.55992394,35.29006485,178.8998611,4227.777476919986,0.4476641981314598
mothbeans,6.0,25.96308415,82.57813624,70.31782647,3227.583620268294,0.3144957691090283
mothbeans,120.0,23.56960509,50.56339727,130.3797119,4398.361653004424,0.6243297041998134
mothbeans,83.0,29.08417927,90.73891887,25.33014238,2167.650146874978,0.5750616432291228
mothbeans,38.0,33.7462686,48.50387598,92.26439205,2649.750293415906,0.43280355145939364
mothbeans,118.0,25.44926208,79.49221962,100.6619171,2448.461679665687,0.6876352342323445
mothbeans,35.0,22.03911546,94.58075845,110.9804014,929.1482300949076,0.48491408457888135
mothbeans,59.0,19.03025305,18.66725565,94.70992037,1446.8079781064134,0.5276339444595091
mothbeans,35.0,17.81564548,17.60756635,90.82097601,2610.545442417929,0.43315038825395474
mothbeans,61.0,39.30050027,94.16193416,120.9512466,769.497220532025,0.38917749282571595
mothbeans,74.0,22.6265115,65.77472881,88.17251033,4225.847717235557,0.5320803638956545
mothbeans,40.0,34.16438906,54.16482251,98.33351125,995.3747277734833,0.4566650903737854
mothbeans,31.0,24.96273236,92.40501423,109.4169192,1291.9229856676284,0.4105405674585922
mothbeans,26.0,31.33170829,57.97429171,161.7820226,3561.284895754546,0.4447201375660188
mothbeans,5.0,22.43377991,90.3396556,112.459697,887.7381671572548,0.4119481143609747
mothbeans,93.0,25.6217169,66.50415474,105.4654703,4101.112398461637,0.6072328035127473
mothbeans,98.0,27.33897716,90.69759008,28.69113835,3402.803882890142,0.4609927943909233
mothbeans,27.0,23.66682067,93.90191078,105.4004751,774.4834284354356,0.3944037218226303
mothbeans,20.0,29.5888162,89.9939693,54.96121262,3267.3882451426116,0.4781218797959653
mothbeans,2.0,27.53632932,89.92908171,45.48591922,3026.514168685271,0.3603218779320325
mothbeans,102.0,24.69315538,84.84422454,89.799462,3529.3977309596744,0.5243478728568831
mungbean,37.0,25.79490531,93.84150618,152.42387119999995,4332.3703166425985,0.5675324035721625
mungbean,7.0,10.16431299,91.22320999,106.362551,2842.4150458623194,0.45036684575914543
mungbean,39.0,34.89814946,63.59948557,64.72797143,3625.863357609687,0.47761754112495713
mungbean,12.0,19.86173586,86.19740917,111.0217929,2009.1273562454526,0.47272963104778654
mungbean,4.0,27.58258929,48.56916221,95.8445641,549.5888556631838,0.5030782857358316
mungbean,5.0,25.66901098,92.04670813,112.5424199,2538.938639505776,0.45888224320896825
mungbean,4.0,27.60887393,86.13316408,43.80041104,2528.760477263716,0.4155392480187781
mungbean,23.0,29.25649321,81.97952224,42.02483277,2247.957153245807,0.5579048943489807
mungbean,8.0,27.02766138,83.17093908,70.95666003,1858.868216648307,0.5342445872711808
mungbean,34.0,23.50222822,51.29019509,192.3023991,1499.304351238888,0.6622518633977499
mungbean,7.0,28.2753171,82.76020821,56.04995423,2610.1794979887313,0.4084301615798058
mungbean,93.0,25.86632408,84.42379269,114.5357503,2001.1125587739764,0.7936022930781609
mungbean,0.0,21.22503442,90.09877774,113.9760462,4379.727532199235,0.4005271545156957
mungbean,33.0,23.19305333,62.74710773,49.55213308,1191.7092310677258,0.5807321362795075
mungbean,16.0,19.54314136,47.19188279,192.4372194,1778.662270508348,0.5457591114962229
mungbean,34.0,23.48546973,93.71043692,191.7760562,1675.841883698284,0.6012973106201266
mungbean,40.0,28.66086349,86.12194568,50.01534317,2673.236704943828,0.5624074541621464
mungbean,98.0,20.26707606,81.63895217,270.4417274,2497.121027896592,1.2154479806082041
mungbean,26.0,19.72620525,89.64934166,108.22872759999998,3074.9618616970924,0.5068180828881867
mungbean,14.0,20.95628486,63.68128841,52.39881209,4300.007082296832,0.526937172306098
mungbean,30.0,21.37784654,92.72043743,106.1417017,1640.8843419754694,0.5332092461162934
mungbean,78.0,26.54348085,84.67353597,183.6222657,3271.086277019986,0.8453455147019636
mungbean,11.0,12.14190714,83.56812483,69.63122027,600.1608120207345,0.4564348482302618
mungbean,0.0,24.35193812,90.88612388,105.529185,1549.5538909344982,0.44125055258192725
mungbean,22.0,32.44577836,83.88504863,68.73932528,2354.8789119863713,0.47589275978107376
mungbean,13.0,23.85340379,90.10522549,103.923226,623.9791539245379,0.43986907020371446
mungbean,97.0,26.35927159,84.04403589,271.35861370000003,2970.6778422145558,1.2834543428150527
mungbean,18.0,25.87990287,67.55109024,47.89645224,3213.242433606833,0.5073375014704573
mungbean,23.0,28.77653519,86.69133979,56.12443206,3486.9268593521865,0.43045765134522146
mungbean,90.0,26.91643698,73.48655995,171.4716375,2566.298019372049,0.736213146889559
mungbean,75.0,23.44676801,84.79352417,283.9338466,2915.7786599145065,1.1100968335522674
mungbean,88.0,25.08239719,65.92195844,62.49190812,2084.261005113949,0.8292089196934302
mungbean,110.0,27.02415146,91.66737633,21.26034986,665.0121300262501,0.6916900692698427
mungbean,100.0,25.56703012,75.94067692,102.7867717,899.8074230980521,0.6837252416719742
mungbean,0.0,23.20242586,91.19442671,109.0946323,3119.9836968058567,0.5075931016501498
mungbean,5.0,27.9348279,66.45457122,145.3728801,4482.221198343105,0.5312368298710366
mungbean,89.0,24.69368934,85.56967628,48.99390828,563.2129566531847,0.6953179383138504
mungbean,36.0,25.71269843,64.1123333,50.17067771,2730.333987305531,0.5480560930316394
mungbean,31.0,28.31886863,60.19461399,45.36521251,3504.0350115302313,0.5844049028901418
mungbean,1.0,27.52135365,60.53657684,48.06491307,3807.099312055515,0.38086303207890454
mungbean,95.0,19.84939404,61.24500053,100.7689246,2680.81960489056,0.6307594584723307
mungbean,76.0,20.41683147,62.55424820000001,65.27798457,2979.6639207364206,0.671979250239784
mungbean,112.0,29.244063800000006,77.32017166,90.66727868,3286.8997810982137,0.8963263692495111
mungbean,26.0,30.91471455,49.92963856,90.14047759,3935.8649987737226,0.5127836251383342
mungbean,67.0,26.73072391,81.78596776,280.4044392,989.1581488112746,1.1486342967042449
